@relation groupsamp
@attribute class {'X1','X10','X2','X3','X4','X5','X6','X7','X8','X9'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Melodic_Large_Intervals numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Amount_of_Staccato numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@data
'X3',0.4444,0.4444,0.75,0.75,2,2,4,4,4,9,76,73,0.2222,0.7778,4,2,2,2,2.5,5,2,0.375,0.6667,0.625,0.25,0,0.375,0.25,0,0,0.125,0,0,0,0,1,0,0.5,3,9,2.4,60,40,1.5,0.2778,0.2222,1.25,0.5,5,5,5,0.4,0.03621,1.8,1.591,0.5,0.1768,0.75,0.25,0,0.4995,0.189,0.1818,5,5.5
'X3',0.2321,0.2639,0.9714,0.8794,3,9,5,10,7,17,71,71,0.6804,0.3196,2,4,2,2,2.046,3,2,0.4422,0.5045,0.3665,0.2231,0.09695,0.5392,0.1169,0.08898,0.002656,0.02656,0.002656,0,0,0,1.667,0.003979,0.4479,2.647,6.941,5.069,40,80,2,0.2266,0.2135,1.062,0.4402,5,5,5,0.6,0.03422,2.845,0.6951,0.3513,0.2171,1.25,0.0625,0.002653,0.3496,0.2147,0.003761,265.4,265.9
'X3',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X3',0.2286,0.2333,0.7917,0.8571,2,5,4,13,10,19,74,72,0.4714,0.5286,2,2,2,2,2.498,4,2,0.3828,0.55,0.4354,0.2105,0.05263,0.4354,0.1818,0.1053,0,0.04306,0.02392,0,0,0,0.5833,0.004762,0.4606,1.919,6.023,4.341,60,120,2,0.2135,0.2106,1.014,0.4242,5,10,5,0.4,0.0328,2.283,1.068,0.4339,0.3249,2,0.125,0,0.4349,0.325,0.01085,91.62,92.12
'X3',0.3043,0.3043,0.8571,0.8571,2,2,4,6,6,9,74,72,0.4348,0.5652,2,2,2,2,3,6,1,0.3182,0.7143,0.5455,0.09091,0.04545,0.3636,0.3636,0.09091,0,0.09091,0,0,0,0,1.667,0,0.5,2.222,6.778,5.059,120,40,3,0.283,0.2453,1.154,0.5283,5,5,5,0.6,0.03707,1.643,0.2887,0.587,0.3163,1.5,0.25,0,0.545,0.2516,0.06897,14,14.5
'X3',0.3846,0.3846,0.4,0.4,5,5,4,6,6,9,69,67,1,0,9,2,3,2,1.333,3,2,0.5833,0.4286,0.25,0.25,0.1667,0.75,0,0,0,0,0,0,0,0,0,0,0.5556,4.5,7,2.429,80,120,1.5,0.2368,0.2368,1,0.4737,5,5,5,0.4,0.03525,3.25,0,0.2885,0.09388,0.5,0.25,0,0.2912,0.09731,0.2105,4.25,4.75
'X3',0.2105,0.2105,1,1,2,9,5,7,7,10,69,69,0.8947,0.1053,0,4,3,2,2.056,4,2,0.5,0.3333,0.3889,0.1667,0.1111,0.6111,0.1667,0,0,0.05556,0,0,0,0,2,0,0.4667,3,6,3.667,60,120,2,0.2333,0.2333,1,0.4667,5,5,5,0.4,0.03515,2.714,0.3536,0.3289,0.1194,0.5,0.25,0,0.3328,0.1213,0.1379,6.75,7.25
'X3',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X3',0.2099,0.2099,0.8627,0.8824,5,7,5,16,10,19,69,70,0.7037,0.2963,9,4,2,2,1.971,4,2,0.3678,0.6629,0.4463,0.2438,0.1198,0.4876,0.186,0.04959,0.004132,0.01653,0.0124,0,0,0,2.214,0.03292,0.4645,2.232,5.732,5.2,120,60,2,0.2083,0.1964,1.06,0.4047,5,10,5,0.6,0.03217,2.826,0.7486,0.3529,0.187,1,0.125,0,0.3528,0.1872,0.01153,86.25,86.75
'X3',0.2,0.2,1,1,2,2,6,8,7,14,69,70,0.7333,0.2667,9,6,3,2,2.31,6,2,0.4828,0.2143,0.3103,0.1034,0.1034,0.5862,0.2069,0.1034,0,0,0,0,0,0,1,0,0.4231,3.25,7.5,5.955,60,40,1.5,0.2875,0.275,1.045,0.5625,3,5,4,0.5,0.03881,1.875,0.866,0.5,0.2274,1,0.25,0,0.4823,0.2106,0.0625,15.5,16
'X3',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X3',0.2745,0.2745,0.9338,0.9338,2,2,3,12,9,16,71,69,0.9091,0.09091,11,3,3,2,2.155,4,2,0.4353,0.4854,0.3479,0.2113,0.09654,0.5319,0.1148,0.1075,0,0.02186,0.01275,0,0,0,1.739,0.06,0.455,2.303,6.255,4.266,40,120,3,0.1912,0.1836,1.041,0.3749,5,10,5,0.6,0.02867,2.423,1.079,0.4118,0.2959,1.5,0.0625,0.02364,0.4103,0.2951,0.004396,227,227.5
'X3',0.25,0.25,0.8182,0.8182,2,2,5,8,8,11,64,65,1,0,4,3,3,2,1.86,3,2,0.3953,0.7059,0.3256,0.2791,0.1628,0.5581,0.04651,0.06977,0,0,0.04651,0,0,0,1,0,0.4516,2.067,4.933,4.118,40,120,3,0.3077,0.2967,1.037,0.6044,3,5,3,0.6667,0.03992,1.375,0.6099,0.7045,0.5426,2.5,0.25,0,0.6972,0.5471,0.03125,31.5,32
'X3',0.3333,0.3333,1,1,2,2,4,4,4,5,62,64,1,0,2,2,3,2,1.25,3,2,0.5,0.5,0.25,0.25,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0.3333,2,2.667,1.8,120,80,1.5,0.28,0.24,1.167,0.52,5,5,5,0.6,0.03621,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.3077,2.75,3.25
'X3',0.2342,0.2342,0.8077,0.8077,3,9,5,9,7,14,74,73,0.5135,0.4865,2,6,3,2,2.018,4,1,0.5,0.3818,0.2545,0.1,0.1909,0.6909,0.1545,0.04545,0,0,0.009091,0,0,0,1.429,0.1081,0.4646,2.912,6.382,5.827,40,60,1.5,0.2381,0.1821,1.308,0.4202,5,10,5,0.6,0.0304,2.581,0.3213,0.3829,0.2212,1,0.125,0,0.3813,0.222,0.02299,43,43.5
'X3',0.4444,0.4444,0.25,0.25,3,9,6,6,6,8,69,69,0.8889,0.1111,9,4,1,2,1.375,4,2,0.375,0.6667,0.375,0.25,0.25,0.625,0.125,0,0,0,0,0,0,0,0,0,0.1667,6,8,1.667,120,40,3,0.2632,0.2105,1.25,0.4737,5,5,5,0.6,0.03549,3,0,0.3056,0.1667,0.75,0.25,0,0.312,0.1768,0.2667,3.25,3.75
'X3',0.26,0.26,0.9231,0.9231,7,7,5,9,8,12,74,77,0.08,0.92,2,5,1,2,2.367,5,2,0.2857,0.7857,0.449,0.2245,0.1224,0.4082,0.1633,0.1429,0,0.06122,0,0,0,0,3,0,0.5,1.81,5.429,4.865,80,40,2,0.2552,0.2414,1.057,0.4966,5,8,5,0.4,0.03387,2.381,0.6374,0.4,0.26,1.25,0.125,0,0.3975,0.2623,0.04762,20.5,21
'X3',0.2523,0.2585,0.8171,0.7976,2,2,4,10,7,19,74,73,0.4246,0.5754,2,2,2,2,2.259,3,2,0.4043,0.5191,0.4105,0.2099,0.08642,0.4907,0.1667,0.08642,0,0.03395,0.01235,0,0,0,0.7419,0.01231,0.4531,2.016,5.724,4.088,40,60,1.5,0.2134,0.2124,1.005,0.4258,5,5,5,0.6,0.03266,2.321,0.9699,0.4285,0.276,2,0.125,0,0.4285,0.2762,0.007141,113.4,140.2
'X3',0.1898,0.2044,0.8846,0.9643,2,2,5,14,8,21,69,70,0.7518,0.2482,7,6,2,2,2.265,4,3,0.4632,0.3651,0.2279,0.125,0.1397,0.6029,0.09559,0.1691,0,0.007353,0,0,0,0,5.5,0.0365,0.4874,2.088,5.368,4.573,40,120,3,0.2083,0.2027,1.028,0.411,5,10,5,0.6,0.03055,2.796,1.18,0.3558,0.1708,1,0.125,0,0.3561,0.1711,0.0201,49.25,49.75
'X3',0.3636,0.3636,0.75,0.75,3,9,6,6,6,9,71,72,0.5455,0.4545,11,5,3,2,1.8,5,2,0.4,0.75,0.4,0.3,0.1,0.5,0.1,0.1,0,0,0,0,0,0,0,0,0.2857,3.5,5.5,2.8,120,60,2,0.3333,0.2857,1.167,0.619,3,5,3,1,0.03989,2.2,1.768,0.4318,0.2261,1,0.25,0,0.4495,0.2297,0.1739,5.25,5.75
'X3',0.7143,0.7143,0.2,0.2,2,2,3,3,3,3,76,76,0,1,4,1,3,0,0.5,3,1,0.6667,0.25,0.6667,0.6667,0.1667,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,60,2,0.25,0.1875,1.333,0.4375,4,9,4,0.75,0.02981,2.333,0,0.3214,0.1417,0.5,0.125,0,0.3328,0.1514,0.3077,2.75,3.25
'X3',0.25,0.25,0.7895,0.7895,3,9,6,8,7,12,74,71,0.5987,0.4013,2,6,2,2,1.551,3,2,0.3993,0.876,0.4917,0.3498,0.09901,0.4983,0.1089,0.009901,0,0.033,0,0,0,0,1.357,0.06908,0.5584,1.99,4.697,3.758,120,60,2,0.2028,0.1954,1.038,0.3982,5,10,5,0.6,0.03104,2.815,0.4958,0.352,0.2149,1.5,0.125,0,0.3477,0.2048,0.009259,107.5,108
'X3',0.1517,0.2264,0.9016,0.7692,7,7,3,19,10,24,74,70,0.607,0.393,2,5,1,2,1.853,3,2,0.401,0.6894,0.4047,0.2765,0.1121,0.5131,0.1071,0.08095,0,0.01743,0.001245,0.001245,0.001245,0.001245,2.071,0.002488,0.4578,2.16,5.517,4.572,80,40,2,0.2759,0.2734,1.009,0.5493,5,5,5,0.4,0.03597,2.317,0.4208,0.4303,0.2398,1.5,0.125,0,0.4295,0.2396,0.002882,346.5,347
'X3',0.2602,0.2653,0.7843,0.7692,3,9,6,10,7,17,74,72,0.5357,0.4643,2,6,2,2,2.369,4,2,0.3487,0.6029,0.4615,0.2103,0.08205,0.4308,0.2051,0.09744,0,0.04615,0.01026,0,0,0,1.5,0.06633,0.4805,2.139,6.403,4.909,60,40,1.5,0.2413,0.2247,1.074,0.4659,5,9,5,0.4,0.03388,2.063,0.8821,0.4834,0.2459,1.5,0.125,0,0.4841,0.2459,0.01044,95.25,95.75
'X3',0.213,0.2308,0.6389,0.6154,5,2,5,16,9,24,62,65,0.9349,0.06509,2,7,2,2,2.577,6,1,0.2976,0.58,0.4702,0.1667,0.09524,0.3929,0.2857,0.1131,0.02381,0,0,0.0119,0,0.005952,1.526,0.04142,0.5214,2.188,6.688,5.507,40,48,1.2,0.233,0.1791,1.301,0.4122,5,10,5,0.6,0.03101,2.726,0.4737,0.3609,0.2039,1,0.125,0,0.3596,0.2042,0.01613,61.5,62
'X3',0.2857,0.2857,0.75,0.75,2,2,5,5,5,7,69,70,0.8571,0.1429,9,4,3,2,2.385,3,1,0.6154,0.25,0.07692,0,0.1538,0.7692,0.07692,0.1538,0,0,0,0,0,0,0,0,0.3846,2.167,4.833,4.333,120,80,1.5,0.2632,0.2368,1.111,0.5,5,5,5,0.6,0.03561,2.333,1.768,0.375,0.2901,1.25,0.25,0,0.3072,0.1498,0.16,5.75,6.25
'X3',0.25,0.25,0.7763,0.7763,3,9,6,8,7,12,74,71,0.602,0.398,2,6,2,2,1.578,3,2,0.3927,0.8824,0.4983,0.3465,0.09901,0.4917,0.1188,0.009901,0,0.033,0,0,0,0,1.118,0.07566,0.5556,1.96,4.683,3.687,120,60,2,0.2026,0.1943,1.043,0.3969,5,10,5,0.6,0.03077,2.841,0.5535,0.3487,0.2069,1.5,0.125,0,0.3477,0.2071,0.009346,106.5,107
'X3',0.3333,0.3333,1,1,2,2,3,3,3,4,72,74,0.3333,0.6667,0,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75
'X3',0.246,0.254,0.8387,0.8125,3,9,5,10,7,17,74,72,0.5476,0.4524,2,5,2,2,2.592,4,3,0.4,0.34,0.36,0.128,0.088,0.488,0.2,0.136,0,0.032,0.016,0,0,0,1.778,0.07937,0.4587,2.224,6.469,5.14,60,120,2,0.2196,0.199,1.104,0.4186,5,10,5,0.4,0.0317,2.25,0.9525,0.4425,0.2714,1.5,0.125,0,0.4375,0.2678,0.01762,56.25,56.75
'X3',0.1778,0.2,0.9167,0.9259,2,2,4,14,8,21,69,70,0.7259,0.2741,7,6,2,2,2.276,5,3,0.4478,0.3667,0.2537,0.1269,0.1343,0.5821,0.1194,0.1642,0,0.007463,0,0,0,0,7,0.01481,0.4872,2.127,5.382,4.868,40,120,3,0.2135,0.2038,1.047,0.4173,5,10,5,0.6,0.03125,2.755,1.132,0.3611,0.1779,1,0.125,0,0.3559,0.1697,0.0201,49.25,49.75
'X3',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X3',0.3,0.3,0.6667,0.6667,2,2,6,6,6,9,64,66,1,0,4,6,3,2,2.111,3,1,0.6667,0.3333,0.2222,0,0.1111,0.7778,0.2222,0,0,0,0,0,0,0,0,0,0.3333,3,5,2.75,80,40,2,0.28,0.2,1.4,0.48,5,5,5,0.4,0.03565,2.5,0,0.325,0.1208,0.5,0.25,0,0.3328,0.125,0.2353,3.75,4.25
'X3',0.276,0.2865,0.6792,0.6545,3,9,5,11,8,17,74,72,0.4948,0.5052,2,5,2,2,2.476,3,2,0.4293,0.378,0.3822,0.1623,0.1047,0.534,0.1361,0.0733,0.01047,0.07853,0,0,0.005236,0,1.167,0.04688,0.5188,2.222,6.542,5.154,120,40,3,0.1701,0.1617,1.052,0.3317,5,10,5,0.6,0.02771,3.491,1.439,0.2852,0.1374,0.75,0.125,0,0.2849,0.1377,0.01794,55.25,55.75
'X3',0.25,0.25,0.6667,0.6667,3,2,4,7,7,10,74,74,0.4167,0.5833,2,2,2,2,2.091,4,1,0.4545,0.6,0.2727,0.1818,0.2727,0.7273,0,0,0,0,0,0.09091,0,0,0,0,0.1111,4.5,7.5,5.6,80,120,1.5,0.2593,0.2593,1,0.5185,5,5,5,0.4,0.03592,2,1.414,0.4375,0.3862,1.25,0.25,0,0.3631,0.3034,0.16,5.75,6.25
'X3',0.2275,0.2275,0.8947,0.9737,2,9,5,7,6,14,71,70,0.7425,0.2575,11,4,2,2,2.096,4,2,0.488,0.3704,0.3133,0.1807,0.1084,0.5964,0.1024,0.09036,0,0.03012,0,0,0,0,1.429,0,0.4265,2.894,7.213,5.336,40,80,2,0.2249,0.2039,1.103,0.4288,5,5,5,0.6,0.03489,2.982,0.6686,0.3338,0.1853,1.25,0.25,0,0.3278,0.1716,0.01762,56.25,56.75
'X3',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X3',0.2857,0.2857,1,1,2,2,3,7,7,10,74,74,0.2143,0.7857,2,2,2,2,2.077,5,1,0.3077,0.75,0.3077,0.1538,0.2308,0.5385,0.1538,0.1538,0,0,0,0,0,0,0,0,0.5455,1.571,3.714,2,120,60,2,0.3667,0.3333,1.1,0.7,3,3,3,1,0.04537,1.556,0.1768,0.5714,0.1816,1,0.5,0,0.5764,0.1878,0.1111,8.5,9
'X3',0.2088,0.2088,0.96,0.96,2,2,5,9,7,14,71,70,0.7975,0.2025,11,4,3,2,2.063,3,2,0.4519,0.3981,0.3556,0.1799,0.1339,0.5858,0.1464,0.0523,0.004184,0.02929,0.002092,0,0,0,0.8919,0.04175,0.4413,2.562,6.418,4.731,60,120,2,0.2198,0.2172,1.012,0.437,5,10,5,0.4,0.03183,2.521,0.6791,0.3961,0.2733,2,0.125,0,0.396,0.2735,0.005242,190.2,190.8
'X3',0.1786,0.1786,0.8,0.8,2,4,5,11,10,13,67,69,0.7857,0.2143,7,4,3,2,2.37,5,1,0.3333,0.7778,0.4815,0.1111,0.1111,0.4444,0.3704,0.07407,0,0,0,0,0,0,2.333,0,0.5,2.667,6.778,5.471,120,60,2,0.2326,0.186,1.25,0.4186,5,10,5,0.6,0.03144,2.8,2.082,0.3482,0.2134,1,0.125,0,0.3514,0.2166,0.09302,10.25,10.75
'X3',0.1959,0.2095,0.908,0.8495,3,9,6,15,8,24,74,71,0.6306,0.3694,2,6,2,2,1.995,3,2,0.3657,0.679,0.4357,0.2483,0.1445,0.5102,0.1422,0.05192,0,0.04063,0.002257,0,0.004515,0,0.8529,0,0.4414,2.176,5.765,4.6,120,40,3,0.2031,0.1936,1.049,0.3967,5,10,5,0.6,0.03048,2.566,0.8597,0.3874,0.2641,2,0.125,0,0.3866,0.2644,0.00578,172.5,173
'X3',0.2335,0.2673,0.9623,0.8407,3,9,5,10,7,17,74,71,0.6667,0.3333,2,4,2,2,2.038,3,2,0.4485,0.4885,0.3618,0.2191,0.1015,0.55,0.1132,0.08235,0.002941,0.02941,0.002941,0,0,0,1.962,0.002937,0.4482,2.642,6.861,5.06,40,80,2,0.2292,0.2158,1.062,0.445,5,5,5,0.6,0.03439,2.814,0.436,0.3552,0.2224,1.25,0.0625,0.002937,0.3534,0.2199,0.004117,242.4,242.9
'X3',0.2796,0.2796,0.5769,0.5769,3,9,5,10,8,13,74,72,0.4892,0.5108,2,5,2,2,2.178,4,2,0.4541,0.381,0.2757,0.173,0.1676,0.6216,0.04324,0.1027,0,0.05405,0,0.005405,0,0,0.6,0.04301,0.4771,2.25,5.824,5.383,60,120,2,0.1879,0.1822,1.031,0.3702,5,10,5,0.4,0.02821,2.657,1.542,0.3723,0.2445,1.5,0.125,0,0.3725,0.245,0.01423,69.75,70.25
'X3',0.2385,0.2385,0.7258,0.9677,5,5,5,9,7,14,74,74,0.3731,0.6269,2,3,2,2,2.162,3,1,0.3707,0.5521,0.3436,0.1892,0.2046,0.5753,0.09266,0.08108,0,0.04633,0,0,0.01544,0,3,0.003846,0.4571,2.414,6.299,5.411,60,120,2,0.2302,0.2201,1.046,0.4503,5,5,5,0.4,0.03462,2.68,0.3636,0.3721,0.1732,1,0.1665,0,0.3711,0.1733,0.01024,77.58,97.75
'X3',0.1494,0.1558,0.6087,0.75,6,5,4,19,12,20,74,71,0.5649,0.4351,2,4,2,2,2.052,3,1,0.3529,0.6296,0.3333,0.2157,0.2222,0.5752,0.07843,0.0719,0.006536,0.01961,0.01307,0,0.01961,0,5,0.01299,0.425,2.143,5.554,4.107,120,60,2,0.2075,0.2019,1.028,0.4093,5,12,5,0.6,0.03193,2.8,1.175,0.3555,0.184,1,0.1665,0,0.3557,0.1844,0.01797,42.33,55.75
'X3',0.2402,0.2451,0.6224,0.84,5,5,5,18,12,20,74,73,0.402,0.598,2,3,2,2,2.135,3,1,0.3833,0.5577,0.3243,0.1892,0.2138,0.5971,0.07617,0.07371,0.002457,0.03931,0.002457,0.002457,0.0172,0,3.429,0.01471,0.4424,2.357,6.121,5.285,60,120,2,0.2196,0.2089,1.051,0.4285,5,5,5,0.4,0.03245,2.702,0.3277,0.3695,0.1776,1,0.125,0,0.3687,0.1777,0.006609,110.7,151.8
'X3',0.2273,0.2273,0.7333,0.7667,7,5,6,10,8,14,67,70,0.7045,0.2955,7,6,2,2,1.924,4,2,0.4427,0.4655,0.3206,0.2061,0.1374,0.5802,0.1069,0.09924,0,0.007634,0,0,0,0,2.5,0,0.4519,2.419,5.767,4.588,80,40,2,0.2807,0.2657,1.057,0.5464,5,5,5,0.4,0.03615,2.357,0.5687,0.4205,0.2051,1.25,0.125,0,0.4175,0.2038,0.0177,56,56.5
'X3',0.2941,0.2941,0.7,0.7,5,7,4,6,6,9,74,71,0.6176,0.3824,2,3,2,2,1.667,4,2,0.4848,0.5,0.4242,0.2424,0.09091,0.5758,0.1818,0,0,0,0,0,0,0,2,0.02941,0.36,3.571,7.571,4.519,60,120,2,0.213,0.213,1,0.4259,5,9,5,0.4,0.03165,2.615,0.25,0.3603,0.2359,1.5,0.125,0,0.3631,0.2387,0.07547,12.75,13.25
'X3',0.2692,0.3077,0.8571,0.75,3,9,5,8,7,14,74,71,0.6154,0.3846,2,4,3,2,2.48,4,1,0.4,0.4,0.44,0.12,0.12,0.52,0.24,0.04,0,0.08,0,0,0,0,2,0,0.4091,3.143,8.429,5.278,120,60,2,0.1837,0.1633,1.125,0.3469,5,10,5,0.6,0.02875,3.25,0.6482,0.2692,0.1444,0.75,0.125,0,0.2595,0.1394,0.125,7.5,8
'X3',0.2843,0.2843,0.931,0.931,2,2,4,8,7,12,71,69,0.8725,0.1275,11,3,2,2,2.356,3,2,0.4158,0.5,0.4455,0.2079,0.0495,0.4653,0.1782,0.08911,0,0.05941,0,0,0,0,1.25,0.09804,0.525,2.105,6.211,4.159,60,120,2,0.1614,0.1566,1.031,0.3181,5,18,5,0.4,0.02669,3,1.45,0.3235,0.2144,1.5,0.0625,0.08824,0.3213,0.2148,0.02941,33.5,34
'X3',0.306,0.306,0.4878,0.4878,2,2,4,9,8,12,74,73,0.4104,0.5896,2,5,2,2,2.286,4,2,0.4586,0.3607,0.2707,0.1654,0.1579,0.6165,0.03759,0.1128,0,0.06015,0,0.007519,0,0,0,0.02985,0.4865,2.094,5.642,5.521,60,120,2,0.1832,0.1793,1.022,0.3626,5,10,6,0.3333,0.02805,2.627,1.453,0.375,0.2457,1.5,0.125,0,0.3755,0.2464,0.01951,50.75,51.25
'X4',0.5,0.5,0.5,0.5,2,2,3,3,3,4,69,69,1,0,9,1,3,2,1.429,2,2,0.7143,0.4,0.2857,0.2857,0,0.7143,0,0,0,0,0,0,0,0,0,0,0.6,1.667,2.667,1.8,80,120,1.5,0.1905,0.1905,1,0.381,3,9,7,0.4286,0.02824,2.667,0,0.2812,0.1108,0.5,0.125,0,0.2852,0.1189,0.3077,2.75,3.25
'X4',0.5,0.5,0.625,0.625,2,2,3,4,4,5,67,68,1,0,7,1,3,0,0.9333,2,2,0.6,0.4444,0.6,0.6,0.06667,0.3333,0,0.06667,0,0,0,0,0,0,0,0,0.3333,1.5,2.75,2.083,80,40,2,0.2609,0.2174,1.2,0.4783,5,5,5,0.4,0.03542,2.286,0.3536,0.375,0.1581,0.75,0.25,0,0.3662,0.16,0.1429,6.5,7
'X4',0.6667,0.6667,0.5,0.5,4,4,2,2,2,4,71,69,1,0,11,1,2,0,2,2,4,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,160,0,160,1,0,0,1,1,1,1,1,0.07881,3,0,0.1667,0.07217,0.25,0.125,0,0.187,0.08839,0.6667,0.9995,1.5
'X4',0.25,0.25,1,1,2,2,4,4,4,5,69,71,0.75,0.25,0,2,2,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,60,2,0.5,0.25,2,0.75,3,3,3,0.6667,0.04801,2,0,0.375,0.1443,0.5,0.25,0,0.3328,0.1443,0.4,2,2.5
'X4',0.6,0.6,0.3333,0.3333,2,2,3,3,3,4,69,69,1,0,9,1,3,2,1.5,2,2,0.75,0.3333,0.25,0.25,0,0.75,0,0,0,0,0,0,0,0,0,0,0.6667,3,2,1.5,120,60,2,0.375,0.25,1.5,0.625,5,5,5,0.6,0.03903,1.667,0,0.4,0.1369,0.5,0.25,0,0.3745,0.1443,0.3333,2.5,3
'X4',0.6,0.6,0.3333,0.3333,3,2,3,3,3,3,74,73,0.4,0.6,2,1,3,0,0.75,3,1,0.5,0.5,0.5,0.5,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,60,2,0.375,0.25,1.5,0.625,5,5,5,0.6,0.03903,1.667,0,0.4,0.1369,0.5,0.25,0,0.3745,0.1443,0.3333,2.5,3
'X4',1,1,0,0,64,4,1,1,1,0,64,64,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0.5,0,0,0,0.6667,0.9995,1.5
'X4',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,74,73,0.3333,0.6667,2,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,60,2,0.6667,0.3333,2,1,2,2,2,1,0.0586,1.5,0,0.5,0,0.5,0.5,0,0.4995,0,0.4,2,2.5
