@relation group355
@attribute class {'X1','X2','X3','X4','X5','X6','X7'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Melodic_Large_Intervals numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Amount_of_Staccato numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@data
'X2',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X2',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X2',0.3333,0.3333,0.6,0.6,2,10,4,7,7,10,70,70,0.8,0.2,10,2,2,2,1.929,4,2,0.4286,0.5,0.2857,0.2143,0.1429,0.5714,0.07143,0.1429,0,0,0,0,0,0,0,0,0.4545,2.75,6.25,2.625,120,160,1.333,0.1404,0.1404,1,0.2807,4,10,10,0.3,0.02484,5,0,0.175,0.07906,0.375,0.125,0,0.1781,0.08078,0.2759,3.125,3.625
'X2',0.1928,0.2169,0.9375,0.8889,3,9,5,9,7,14,71,70,0.6747,0.3253,2,4,3,2,2.195,4,1,0.4634,0.3158,0.3049,0.122,0.1463,0.6098,0.1829,0.06098,0,0,0.02439,0,0,0,2.75,0,0.4722,3.429,8.333,6.2,60,40,1.5,0.2716,0.251,1.082,0.5226,5,5,5,0.4,0.03703,2.243,0.4899,0.4398,0.2051,1.5,0.25,0,0.4385,0.2062,0.02667,37,37.5
'X2',0.2721,0.2744,0.6581,0.6525,3,9,5,10,7,17,74,72,0.5256,0.4744,2,6,3,2,2.235,3,2,0.3753,0.646,0.4639,0.2424,0.07692,0.4522,0.1655,0.07459,0,0.05594,0.009324,0,0,0,1.448,0.06744,0.4954,2.07,6.064,4.959,60,40,1.5,0.2597,0.2435,1.066,0.5031,4,6,5,0.4,0.03545,1.878,0.5192,0.532,0.2655,1.5,0.125,0,0.5304,0.2649,0.004353,229.2,229.8
'X2',0.6,0.6,0.3333,0.3333,8,2,3,3,3,10,72,70,0.8,0.2,0,1,3,0,2.5,3,2,0.5,0.5,0.5,0.5,0,0.25,0,0,0,0,0.25,0,0,0,0,0,1,0,0,1,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0.6667,0.04891,2.5,0,0.3,0.1118,0.5,0.25,0,0.2495,0,0.4,2,2.5
'X2',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X2',0.3333,0.3333,0.5714,0.5714,5,5,5,6,6,9,67,66,1,0,7,4,2,2,2.129,4,2,0.4194,0.5,0.3226,0.2097,0.129,0.5484,0.08065,0.129,0,0.03226,0,0,0,0,0.6667,0.01587,0.4082,2.042,5.208,4.782,120,60,2,0.2043,0.2,1.022,0.4043,5,10,5,0.6,0.03052,2.625,1.245,0.377,0.2262,1.5,0.125,0,0.3705,0.2229,0.0404,24.25,24.75
'X2',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X2',0.2045,0.2727,0.7778,0.5833,8,5,7,9,7,14,79,74,0.4091,0.5909,7,7,2,2,2.233,4,2,0.3953,0.5294,0.3953,0.2093,0.1395,0.5349,0.1395,0.06977,0,0.02326,0,0,0.02326,0,0.5,0,0.4412,2.125,5.562,4.226,60,80,1.333,0.2481,0.2105,1.179,0.4586,5,5,5,0.4,0.03519,2.75,1.329,0.358,0.1562,0.75,0.25,0,0.36,0.1572,0.0597,16.25,16.75
'X2',0.175,0.175,1,1,2,7,6,9,7,14,69,70,0.75,0.25,2,6,1,2,2.316,4,1,0.3797,0.4,0.3544,0.1392,0.1519,0.5316,0.2152,0.08861,0,0,0.02532,0,0,0,1.429,0,0.4559,2.833,7.5,6.162,40,60,1.5,0.2361,0.2315,1.02,0.4676,5,5,5,0.6,0.03489,2.162,0.2969,0.4531,0.2693,1.5,0.125,0,0.4552,0.2701,0.02685,36.75,37.25
'X2',0.2308,0.2308,1,1,5,7,5,6,6,9,71,71,0.6923,0.3077,4,3,0,2,1.833,4,2,0.5,0.3333,0.3333,0.1667,0.1667,0.6667,0.1667,0,0,0,0,0,0,0,0,0,0.5,5,9,5.286,60,120,2,0.1628,0.1628,1,0.3256,4,10,7,0.2857,0.02674,2.167,0.7071,0.3846,0.3552,1.5,0.125,0,0.3745,0.3693,0.1667,5.5,6
'X2',0.3016,0.3016,0.4737,0.4737,5,5,6,8,7,12,62,63,1,0,2,7,2,2,2.323,4,2,0.2903,0.8333,0.5,0.2419,0.04839,0.3387,0.2581,0.129,0.03226,0,0,0,0,0,2.2,0.04762,0.5106,2.238,6.286,4.88,40,48,1.2,0.235,0.175,1.343,0.41,5,10,5,0.6,0.03173,2.625,0.7202,0.377,0.21,1,0.125,0,0.3785,0.2111,0.0404,24.25,24.75
'X2',0.1754,0.2018,1,0.8696,7,5,6,9,7,14,67,70,0.7281,0.2719,2,6,2,2,2.504,6,2,0.3894,0.3182,0.3717,0.1239,0.1239,0.5133,0.2212,0.09735,0,0.02655,0.0177,0,0,0,1.083,0,0.4343,2.605,7.263,6,40,60,1.5,0.2361,0.223,1.059,0.459,5,8,5,0.6,0.03407,2.111,0.5488,0.4693,0.274,1.5,0.125,0,0.4619,0.2651,0.01835,54,54.5
'X2',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X2',0.2174,0.2174,1,1,4,4,4,9,7,13,62,65,1,0,2,3,3,2,2.356,4,2,0.2889,0.8462,0.4222,0.2444,0.1333,0.4222,0.1778,0.06667,0.02222,0,0.06667,0,0,0,1.667,0.02174,0.4412,1.889,5.444,4.5,40,80,2,0.2138,0.2138,1,0.4276,5,10,5,0.6,0.03152,2.421,1.048,0.3967,0.289,1.25,0.125,0,0.3995,0.2915,0.05195,18.75,19.25
'X2',0.2857,0.2857,1,1,5,5,5,5,5,7,62,65,1,0,2,4,1,2,1.5,3,2,0.6667,0.25,0.1667,0.1667,0.1667,0.8333,0,0,0,0,0,0,0,0,0,0,0.2,5,2,1.5,60,80,1.333,0.2857,0.2857,1,0.5714,4,5,4,0.5,0.03779,2.333,0,0.3214,0.122,0.5,0.25,0,0.3328,0.1291,0.3077,2.75,3.25
'X2',0.4,0.4,0.5,0.5,1,5,4,4,4,8,67,68,0.8,0.2,7,3,2,1,2.25,3,1,0.5,0.5,0,0,0.5,0.75,0,0.25,0,0,0,0,0,0,0,0,0.75,4,1,2,60,120,2,0.375,0.375,1,0.75,3,3,3,0.6667,0.04593,1.25,0,0.7,0.2739,1,0.5,0,0.6245,0.25,0.2222,4,4.5
'X2',0.3226,0.3548,0.7,0.6364,2,2,4,9,7,17,74,73,0.2903,0.7097,2,3,2,2,2.033,4,2,0.4667,0.4286,0.3,0.2,0.1,0.5667,0.1,0.1333,0,0,0,0,0,0,2,0.03226,0.4583,2,4.667,2.952,40,48,1.2,0.1845,0.1845,1,0.3689,5,10,5,0.6,0.03011,2.818,0.6614,0.3468,0.2343,1.25,0.125,0,0.3495,0.2376,0.08511,11.25,11.75
'X2',0.2683,0.2683,0.7273,0.7273,3,3,5,8,7,12,69,67,0.9024,0.09756,9,6,3,2,2.625,4,2,0.4,0.4375,0.35,0.1,0.125,0.525,0.25,0.075,0,0,0.05,0,0,0,0.4286,0,0.4167,2.25,5.875,5.969,40,120,3,0.2164,0.209,1.036,0.4254,5,5,5,0.6,0.03491,2.562,1.434,0.3659,0.2243,1,0.25,0,0.3495,0.2025,0.0625,15.5,16
'X2',0.4,0.4,0.5,0.5,2,5,4,4,4,7,67,69,0.8,0.2,7,3,2,0,3,4,2,0.25,1,0.75,0.25,0,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0.3333,3,7,1,40,120,3,0.3333,0.3333,1,0.6667,4,4,4,0.5,0.0412,1.667,0,0.5,0.3062,1,0.25,0,0.4995,0.3536,0.2857,3,3.5
'X2',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X2',0.375,0.375,0.6667,0.6667,5,5,5,5,5,7,62,64,1,0,2,4,2,2,3.286,5,1,0.4286,0.3333,0.2857,0,0.1429,0.5714,0.1429,0.1429,0,0.1429,0,0,0,0,0,0,0.4286,1.75,4.5,3,120,60,2,0.3571,0.2857,1.25,0.6429,3,5,3,1,0.04024,1.333,0.7071,0.625,0.4226,1.5,0.25,0,0.4995,0.25,0.1667,5.5,6
'X2',0.3333,0.3333,1,1,4,7,3,3,3,5,67,70,1,0,0,2,1,1,3,2,4,0.5,1,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,2,5,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75
'X2',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X2',0.2258,0.2258,0.8571,0.8571,2,2,5,9,7,14,74,73,0.3871,0.6129,2,5,2,2,2.233,4,3,0.6,0.2778,0.1333,0.1,0.1,0.7,0.03333,0.1667,0,0,0,0,0,0,0,0.06452,0.5185,1.929,4.714,3.619,120,40,3,0.2857,0.2738,1.043,0.5595,3,10,3,1,0.03786,1.938,0.375,0.5,0.199,1,0.125,0,0.4995,0.2024,0.06061,16,16.5
'X2',0.2029,0.2029,0.9286,0.9286,2,2,6,8,7,14,69,70,0.7246,0.2754,9,6,3,2,2.456,3,1,0.4853,0.2424,0.3382,0.1029,0.08824,0.5735,0.1912,0.08824,0,0.04412,0,0,0,0,1.6,0,0.4754,2.905,7.762,6.2,60,120,2,0.3051,0.2655,1.149,0.5706,3,5,4,0.5,0.03869,1.917,0.7071,0.5181,0.2399,1,0.25,0,0.5216,0.2395,0.02721,36.25,36.75
'X2',0.4167,0.4167,0.4,0.4,2,11,4,5,5,7,71,71,0.8333,0.1667,11,2,2,2,2,5,2,0.4545,0.4,0.3636,0.1818,0.1818,0.6364,0.09091,0,0,0.09091,0,0,0,0,0,0.08333,0.6667,1.8,3.4,4.429,60,120,2,0.3333,0.2917,1.143,0.625,3,5,3,0.6667,0.0404,1.5,0.2357,0.5833,0.2219,1,0.25,0,0.5904,0.2311,0.125,7.5,8
'X2',0.2394,0.2535,0.7647,0.7778,3,3,3,13,11,21,67,68,0.8451,0.1549,7,2,2,2,2.257,4,2,0.3571,0.6,0.4857,0.2143,0.1143,0.4714,0.2,0.04286,0,0.07143,0,0,0,0,0.75,0.02817,0.4909,2.037,5.667,4.426,120,60,2,0.2085,0.1943,1.073,0.4028,5,9,5,0.6,0.03204,2.536,0.4792,0.3873,0.2177,1,0.125,0,0.3852,0.2188,0.03509,28,28.5
'X2',0.4138,0.4138,0.4167,0.4167,5,5,4,8,8,10,69,67,1,0,9,2,1,0,1.464,3,1,0.4286,0.5,0.5,0.4286,0.2143,0.4286,0.03571,0.07143,0,0,0,0.03571,0,0,0,0,0.375,2.286,5.429,3.474,40,80,2,0.2091,0.2091,1,0.4182,5,5,5,0.6,0.03483,2.9,2.222,0.319,0.1622,0.75,0.25,0,0.3209,0.1647,0.09756,9.75,10.25
'X2',0.2647,0.2647,0.7778,0.7778,3,9,3,8,7,12,74,72,0.5588,0.4412,2,3,2,2,2.091,4,1,0.4848,0.3125,0.303,0.1212,0.1515,0.6364,0.1515,0.06061,0,0.0303,0,0,0,0,0,0,0.4138,2.231,5.077,3.962,120,80,1.5,0.2396,0.2188,1.095,0.4583,5,5,5,0.6,0.03508,2.615,0.5422,0.3603,0.2625,1.25,0.25,0,0.3631,0.2658,0.07547,12.75,13.25
'X2',0.303,0.303,0.9,0.9,2,2,4,8,7,12,74,74,0.2727,0.7273,2,2,2,2,2.75,4,2,0.3125,0.9,0.5,0.2812,0,0.3125,0.1562,0.125,0,0.0625,0.0625,0,0,0,0.6667,0,0.4348,1.643,6.143,3.609,60,48,1.25,0.2281,0.2018,1.13,0.4298,5,5,5,0.4,0.0349,3,0.7638,0.3258,0.1324,0.75,0.25,0,0.3276,0.1338,0.08511,11.25,11.75
'X2',0.6,0.6,0.3333,0.3333,3,2,3,3,3,5,74,73,0.2,0.8,2,2,1,2,1.75,3,2,0.5,0.5,0.5,0.25,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0.3333,3,2,1.5,120,40,3,0.4286,0.2857,1.5,0.7143,3,3,3,1,0.04615,1.25,0,0.6,0.2236,1,0.5,0,0.6245,0.25,0.25,3.5,4
'X2',0.5,0.5,1,1,2,2,2,2,2,2,72,73,0.5,0.5,0,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,2,0,0.375,0.1768,0.5,0.25,0,0.4995,0,0.5714,1.25,1.75
'X2',0.2938,0.2938,0.7615,0.7615,2,2,4,11,7,17,71,69,0.8518,0.1482,11,3,2,0,1.6,2,2,0.4216,0.6667,0.5351,0.4216,0.08649,0.3676,0.1054,0.08649,0,0.008108,0.01081,0,0,0,1.167,0.07817,0.4299,2.326,6.391,3.932,120,60,2,0.1927,0.1905,1.011,0.3832,5,10,5,0.6,0.02953,2.992,0.625,0.3339,0.1769,1.5,0.125,0,0.3333,0.1771,0.008012,113.3,124.9
'X2',0.2206,0.25,0.9333,0.8824,2,9,4,8,7,14,71,70,0.7206,0.2794,2,3,2,2,2.552,5,1,0.4179,0.3214,0.3582,0.1045,0.1045,0.5224,0.209,0.1194,0,0.04478,0,0,0,0,1.8,0,0.4667,2.857,7.571,5.463,60,120,2,0.2832,0.2832,1,0.5665,3,5,4,0.5,0.03866,1.838,0.741,0.5331,0.323,2,0.25,0,0.5368,0.3235,0.02685,36.75,37.25
'X2',0.1728,0.1955,0.869,0.7895,3,5,6,17,9,24,74,70,0.6667,0.3333,2,6,2,2,2.004,3,2,0.3856,0.6043,0.4309,0.233,0.1402,0.5258,0.1526,0.0433,0,0.04124,0,0,0.004124,0,0.8974,0.01235,0.4543,2.268,5.915,4.719,120,40,3,0.2025,0.1953,1.037,0.3978,5,10,5,0.6,0.03033,2.585,0.8916,0.3848,0.2468,2,0.125,0,0.384,0.247,0.005319,187.5,188
'X2',0.2778,0.2778,0.8,0.8,2,2,5,7,7,11,74,73,0.4444,0.5556,2,4,3,2,1.941,3,2,0.5882,0.3,0.2941,0.1765,0.1176,0.7059,0.05882,0,0,0.05882,0,0,0,0,0,0,0.4286,3.5,6,5.364,60,120,2,0.3684,0.3421,1.077,0.7105,3,3,3,0.6667,0.04544,1.636,1.155,0.5972,0.2291,1,0.25,0,0.6172,0.2186,0.08511,11.25,11.75
'X2',0.32,0.32,0.625,0.625,2,2,4,10,8,14,69,67,0.976,0.024,9,3,2,2,1.589,3,2,0.4597,0.6667,0.379,0.3065,0.129,0.5887,0.04839,0.03226,0,0.008065,0,0.01613,0,0,2,0.008,0.4419,2.688,6.094,4.962,40,80,2,0.2137,0.2073,1.031,0.4209,5,5,5,0.6,0.03484,2.976,0.7806,0.332,0.1673,0.75,0.25,0,0.3281,0.1637,0.02353,42,42.5
'X2',0.2424,0.2727,0.875,0.7778,3,5,5,8,6,17,74,71,0.5455,0.4545,2,5,2,2,3.031,6,2,0.375,0.4167,0.4688,0.1562,0,0.375,0.2188,0.125,0,0.09375,0.03125,0,0,0,1.333,0,0.4074,2.077,7.308,4.167,60,80,1.333,0.2193,0.2105,1.042,0.4298,5,5,5,0.4,0.03488,2.75,0.7638,0.3333,0.1197,0.5,0.25,0,0.3276,0.1177,0.08333,11.5,12
'X2',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X2',0.2357,0.2357,0.7571,0.9857,5,5,5,9,7,14,74,74,0.367,0.633,2,3,2,2,2.152,3,1,0.3784,0.5446,0.3345,0.1892,0.2061,0.5845,0.08446,0.08108,0,0.04392,0,0,0.01689,0,3.167,0.006734,0.4417,2.449,6.378,5.48,60,120,2,0.2278,0.2189,1.041,0.4467,5,5,5,0.4,0.03437,2.7,0.8314,0.3695,0.171,1,0.125,0,0.3686,0.1711,0.009034,90.58,110.8
'X2',0.5,0.5,0.5714,0.5714,2,2,2,5,5,9,74,73,0.2143,0.7857,2,1,2,2,2.538,2,2,0.5385,0.2857,0.3846,0.1538,0,0.5385,0.1538,0.07692,0,0.07692,0,0,0,0,1,0.1429,0.6364,1.833,5.167,2.444,60,48,1.25,0.2727,0.2121,1.286,0.4848,5,5,5,0.4,0.03571,2.333,0.8839,0.4107,0.2322,0.75,0.25,0,0.4226,0.2368,0.1481,6.25,6.75
'X2',0.2441,0.2441,0.7885,0.9231,4,9,4,9,7,14,71,69,0.7887,0.2113,11,3,2,2,2.142,3,2,0.3255,0.8261,0.4858,0.2689,0.1085,0.434,0.1745,0.06132,0,0.04245,0.01887,0,0,0,1.056,0.004695,0.4645,2.153,6.264,4.33,80,40,2,0.2094,0.2082,1.006,0.4177,5,9,5,0.4,0.03244,2.958,0.8317,0.3345,0.2004,1.25,0.0625,0.004695,0.3344,0.2008,0.01384,71.75,72.25
'X2',0.2794,0.2794,0.8406,0.8406,2,2,3,9,7,14,71,69,0.919,0.08097,11,3,3,0,1.756,3,2,0.3577,0.8182,0.4797,0.3577,0.122,0.4146,0.1179,0.08537,0,0.004065,0.02033,0,0,0,1.071,0.008097,0.4367,2.431,6.569,4.101,120,60,2,0.2089,0.1962,1.065,0.4051,5,10,5,0.6,0.03264,3.012,0.5744,0.3279,0.1478,1.25,0.125,0,0.3267,0.1477,0.0122,81.5,82
'X2',0.3333,0.3333,0.5,0.5,5,2,5,5,5,7,72,70,0.8333,0.1667,0,4,2,2,1.8,2,1,0.8,0.25,0,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0.2,5,2,2,60,120,2,0.375,0.25,1.5,0.625,5,5,5,0.4,0.03903,1.2,1.061,0.75,0.5,1.5,0.25,0,0.5995,0.3791,0.1818,5,5.5
'X2',0.2167,0.2167,0.8462,0.8462,2,2,6,9,8,12,67,67,0.9667,0.03333,7,6,3,2,2.017,3,2,0.4068,0.5417,0.322,0.2203,0.1864,0.5932,0.0678,0.0678,0,0.01695,0.01695,0.01695,0,0,1,0.01667,0.4348,2.3,5.8,3.614,60,120,2,0.2459,0.2295,1.071,0.4754,5,7,5,0.4,0.03427,2.4,1.357,0.4042,0.1681,1,0.125,0,0.4063,0.1683,0.0396,24.75,25.25
'X2',1,1,0,0,67,7,1,1,1,0,67,67,1,0,7,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,1,0.07881,2,0,0.375,0.1768,0.5,0.25,0,0.4995,0,0.5714,1.25,1.75
'X2',0.2619,0.2619,0.7273,0.7273,2,5,4,9,8,12,67,70,0.7143,0.2857,7,5,1,2,2.171,5,2,0.2683,0.9091,0.4878,0.2439,0.122,0.3902,0.2195,0.122,0,0.02439,0,0,0,0,2,0,0.4516,2.583,6.417,4.613,80,40,2,0.281,0.2727,1.03,0.5537,5,5,5,0.4,0.03653,2.333,0.2394,0.4196,0.2645,1.25,0.125,0,0.4263,0.2637,0.05369,18.12,18.62
'X2',0.3636,0.3636,0.75,0.75,3,9,5,5,5,7,74,72,0.4545,0.5455,2,4,3,2,1.9,5,2,0.5,0.4,0.3,0.2,0.1,0.6,0.1,0.1,0,0,0,0,0,0,0,0.09091,0.25,2.667,5.667,2.667,60,120,2,0.2414,0.2069,1.167,0.4483,5,9,5,0.4,0.03153,2.2,1.945,0.3864,0.2401,1,0.125,0,0.3995,0.2486,0.1905,4.75,5.25
'X2',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
'X2',0.3583,0.3583,0.6977,0.6977,2,2,4,7,6,12,71,69,0.8917,0.1083,11,3,2,0,1.37,2,2,0.4958,0.5254,0.5966,0.4958,0.06723,0.3277,0.1008,0.05882,0,0,0.01681,0,0,0,2,0.1833,0.4167,2.5,6.667,3.495,120,60,2,0.1944,0.1728,1.125,0.3672,3,10,6,0.5,0.02678,3,1.366,0.325,0.1731,1,0.125,0,0.323,0.1731,0.02501,24.33,40
'X2',1,1,0,0,67,7,1,1,1,0,67,67,1,0,7,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,160,1.333,0.5,0.5,1,1,2,2,2,0.5,0.05555,4,0,0.1875,0.07217,0.25,0.125,0,0.1662,0.07217,0.5714,1.25,1.75
'X2',0.2778,0.2778,1,1,2,2,3,7,6,12,74,73,0.3889,0.6111,2,2,2,0,2.294,4,2,0.2941,1,0.4706,0.2941,0.05882,0.3529,0.1765,0.1176,0,0,0.05882,0,0,0,2,0,0.4167,1.5,4.25,3.455,120,80,1.5,0.2308,0.2154,1.071,0.4462,5,5,5,0.6,0.03501,3.6,3.005,0.2639,0.05893,0.5,0.25,0,0.2642,0.06063,0.1739,5.25,5.75
'X2',0.3333,0.3333,1,1,2,2,3,3,3,4,74,76,0,1,2,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1.5,0,0.3333,0.1443,0.5,0.25,0,0.2495,0,0.5,1.5,2
'X2',0.1968,0.2104,0.8046,0.7634,3,5,6,12,8,19,74,71,0.6154,0.3846,2,6,2,2,1.855,3,2,0.3855,0.6647,0.4422,0.2562,0.1383,0.5238,0.1519,0.03401,0,0.03401,0,0,0,0,0.8611,0.02715,0.4634,2.377,5.913,4.46,120,40,3,0.2004,0.1916,1.046,0.392,5,10,5,0.6,0.03037,2.57,0.7713,0.3886,0.2588,2,0.125,0,0.3884,0.259,0.005789,172.2,172.8
'X2',0.2174,0.2174,1,1,2,2,5,8,7,12,74,73,0.4783,0.5217,2,6,3,2,2.333,4,2,0.4,0.4444,0.4,0.1778,0.1111,0.5111,0.1778,0.08889,0,0.04444,0,0,0,0,0.3333,0.04348,0.4054,1.85,5.15,5.333,120,60,2,0.1987,0.1859,1.069,0.3846,5,10,5,0.6,0.02864,2.875,0.677,0.3424,0.189,1,0.125,0,0.344,0.1906,0.0597,16.25,16.75
'X2',0.2955,0.2955,0.7534,0.7534,2,2,4,10,8,16,69,69,0.915,0.08502,9,4,3,2,2.533,2,2,0.6138,0.1788,0.2561,0.1098,0.07724,0.6911,0.06504,0.03659,0,0.04065,0.01626,0.04065,0,0,4.333,0.01215,0.3836,2.19,6.18,4.905,60,40,1.5,0.2267,0.2225,1.019,0.4492,5,5,5,0.4,0.03463,2.245,0.8214,0.4443,0.2447,1.5,0.125,0,0.4446,0.2449,0.009029,110.2,110.8
'X2',0.3333,0.3333,1,1,1,4,3,3,3,5,71,73,0.6667,0.3333,0,2,1,1,3,2,4,0.5,1,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,2,1,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75
'X2',0.2756,0.2835,0.6571,0.6389,3,9,5,11,8,17,74,71,0.5315,0.4685,2,5,2,2,2.332,3,2,0.4427,0.3839,0.3518,0.17,0.1225,0.5652,0.1107,0.07905,0.003953,0.06719,0,0,0.003953,0,1,0.03937,0.5095,2.333,6.5,5.178,120,60,2,0.1719,0.1654,1.039,0.3374,5,10,6,0.5,0.02765,3.098,1.202,0.3199,0.1989,1.5,0.125,0,0.3197,0.1993,0.01216,81.75,82.25
